id,term,positive_score,nagative_score
914,국제,0.00399,0.00275
915,국지,0.00121,0.00118
916,국토,0.00083,0.00079
917,국판,0.00256,0.00196
918,국한,0.00173,0.00314
919,국회,0.00151,0.00353
920,군대,0.00535,0.00353
921,군데,0.00377,0.01335
922,군사,0.00158,0.00157
923,군상,0.00234,0.00039
924,군요,0.00271,0.00079
925,군인,0.00158,0.00118
926,군자,0.0003,0.00118
927,군주,0.00332,0.00157
928,군중,0.0006,0.00236
929,굳다,0.00294,0.00353
930,굳이,0.01296,0.07697
931,굴곡,0.00068,0.00236
932,굴곡지다,0.0006,0.00079
933,굴다,0.00075,0.00196
934,굴러가다,0.00053,0.00196
935,굴러다니다,0.00038,0.00079
936,굴레,0.00226,0.00079
937,굴리다,0.00219,0.00118
938,굴욕,0.00045,0.00039
939,굵다,0.00286,0.00157
940,굶다,0.00219,0.00039
941,굶주리다,0.00196,0
942,굶주림,0.00053,0.00039
943,굽다,0.0052,0.00118
944,굿바이,0.0006,0.00079
945,궁궐,0.00136,0
946,궁극,0.00422,0.00393
947,궁금,0.01832,0.00903
948,궁금해하다,0.00362,0.00236
949,궁리,0.00038,0.00118
950,궁상,0.00038,0.00079
951,궁중,0.00045,0.00039
952,궁핍,0.00045,0.00118
953,궁합,0.00083,0
954,궂다,0.00045,0.00118
955,권고,0.00038,0.00079
956,권김현영,0.00053,0.00039
957,권당,0.00068,0.00079
958,권력,0.01786,0.01296
959,권리,0.00588,0.00668
960,권선,0.00083,0.00196
961,권수,0.00332,0.00471
962,권여선,0.00143,0.00039
963,권오현,0.00068,0.00039
964,권위,0.00354,0.00471
965,권유,0.00332,0.00196
966,권장,0.00897,0.00746
967,권정생,0.00279,0
968,권태,0.00158,0.00118
969,권하다,0.04161,0.02435
970,권한,0.00098,0.00118
971,권함,0.0006,0.00118
972,궤도,0.00075,0.00196
973,궤변,0.0003,0.00118
974,궤적,0.0009,0.00079
975,귀감,0.00075,0
976,귀결,0.0009,0.00196
977,귀기울이다,0.00181,0.00039
978,귀농,0.00068,0.00079
979,귀담다,0.00045,0.00039
980,귀신,0.00535,0.00393
981,귀여,0.0006,0
982,귀염,0.00143,0.00039
983,귀엽다,0.12505,0.04006
984,귀요미,0.00121,0
985,귀욤,0.00083,0.00157
986,귀족,0.00241,0.00157
987,귀찮다,0.00528,0.00864
988,귀퉁이,0.0006,0.00079
989,귀하다,0.01048,0.00511
990,귀환,0.00286,0.00039
991,규명,0.00121,0.00079
992,규모,0.00181,0.00236
993,규슈,0.00068,0
994,규장,0.00173,0.00118
995,규정,0.00219,0.00511
996,규제,0.00075,0.00157
997,규칙,0.00362,0.00471
998,균열,0.0009,0
999,균형,0.00678,0.00982
1000,그나마,0.00769,0.03377
1001,그나저나,0.00452,0.0055
1002,그냥,0.10854,0.39741
1003,그냥저냥,0.00106,0.01296
1004,그네,0.0006,0.00079
1005,그늘,0.00309,0.00118
1006,그다지,0.00573,0.03966
1007,그닥,0.00347,0.05144
1008,그대로,0.05985,0.07186
1009,그때,0.00128,0.00196
1010,그라피,0.00106,0
1011,그래,0.0043,0.00432
1012,그래도,0.0006,0.00157
1013,그래두,0.0003,0.00118
1014,그래서,0.08548,0.08796
1015,그래프,0.00098,0.00157
1016,그래픽,0.00377,0.0055
1017,그램,0.00422,0.00236
1018,그러나,0.05736,0.10956
1019,그러니까,0.00158,0.00039
1020,그러다,0.23736,0.34165
1021,그럭저럭,0.0043,0.02945
1022,그런,0.03588,0.07265
1023,그런대로,0.00128,0.00511
1024,그런데,0.05133,0.07775
1025,그럴싸하다,0.0006,0.00471
1026,그럼,0.00724,0.01374
1027,그렇게,0.00158,0.00079
1028,그렇다,0.30987,0.49598
1029,그렇지만,0.00196,0.00353
1030,그레,0.00068,0
1031,그레이,0.00188,0.00079
1032,그레이스,0.0006,0
1033,그레이엄,0.00038,0.00079
1034,그려지다,0.00648,0.00353
1035,그로스,0.00038,0.00079
1036,그로테스크,0.00106,0.00118
1037,그루,0.00098,0.00236
1038,그룹,0.00166,0.00196
1039,그르다,0.00211,0.00236
1040,그릇,0.00595,0.00707
1041,그리,0.02269,0.03259
1042,그리고,0.22824,0.17554
1043,그리구,0.00083,0.00039
1044,그리다,0.09007,0.05223
1045,그리도,0.00113,0.00118
1046,그리샴,0.00053,0.00039
1047,그리스,0.01244,0.00864
1048,그리스도,0.00196,0.00079
1049,그리움,0.0049,0.00157
1050,그리워지다,0.0009,0.00039
1051,그린,0.00173,0.00118
1052,그림,0.48037,0.19753
1053,그림자,0.0092,0.00471
1054,그립다,0.01952,0.0106
1055,그릿,0.00075,0.00432
1056,그만,0.011,0.05105
1057,그만두다,0.00415,0.00825
1058,그만큼,0.02359,0.01964
1059,그만하다,0.00204,0.00196
1060,그물,0.00068,0
1061,그믐,0.00045,0.00079
1062,그야말로,0.00807,0.01021
1063,그을다,0.0006,0.00079
1064,그저,0.03603,0.0809
1065,그제,0.00158,0.00039
1066,그지,0.00136,0.0055
1067,그지없다,0.00196,0.00275
1068,그치다,0.00467,0.00785
1069,그토록,0.0043,0.00236
1070,극과,0.00083,0.00079
1071,극단,0.0043,0.00825
1072,극대,0.00181,0.00157
1073,극도,0.0009,0.00039
1074,극명,0.00068,0.00236
1075,극복,0.01628,0.01492
1076,극악,0.00038,0.00157
1077,극우,0.00075,0.00471
1078,극장,0.00347,0.00196
1079,극장판,0.00181,0.00236
1080,극찬,0.00204,0.00825
1081,극치,0.0009,0.00393
1082,극하다,0.00075,0
1083,극한,0.00271,0.00157
1084,극히,0.00083,0.00432
1085,근간,0.00188,0.00157
1086,근거,0.01002,0.03142
1087,근교,0.00038,0.00079
1088,근대,0.00776,0.00746
1089,근데,0.04417,0.06872
1090,근래,0.01063,0.00511
1091,근력,0.00068,0
1092,근로,0.0009,0
1093,근무,0.00264,0.00353
1094,근본,0.00739,0.00903
1095,근사,0.00023,0.00157
1096,근성,0.0009,0.00079
1097,근심,0.0009,0
1098,근원,0.00482,0.00471
1099,근육,0.00347,0.00353
1100,근작,0.0009,0.00236
1101,근접,0.0006,0.00079
1102,근처,0.00279,0.00314
1103,근친,0.00053,0.00196
1104,근현,0.00347,0.00275
1105,글구,0.00098,0.00039
1106,글래드웰,0.00106,0.00236
1107,글로벌,0.00264,0.00079
1108,글썽이다,0.0006,0
1109,글쎄,0.00294,0.0483
1110,글쎄요,0.0006,0.00864
1111,글쓰,0.02111,0.02081
1112,글쓴이,0.00407,0.01178
1113,글씨,0.01817,0.02631
1114,긁다,0.00354,0.00353
1115,긁히다,0.00038,0.00079
1116,금각,0.0009,0.00079
1117,금기,0.0009,0.00039
1118,금리,0.00226,0.00275
1119,금물,0.00068,0.00236
1120,금박,0.00045,0.00039
1121,금발,0.00083,0.00039
1122,금방,0.02231,0.01689
1123,금상첨화,0.00128,0
1124,금새,0.00294,0.00157
1125,금서,0.00075,0.00236
1126,금세,0.00249,0.00157
1127,금속,0.00053,0
1128,금수,0.00083,0.00236
1129,금액,0.00151,0.00275
1130,금융,0.00761,0.00628
1131,금이,0.00053,0.00039
1132,금지,0.00211,0.00471
1133,금하다,0.00234,0.00707
1134,급격히,0.00045,0.00079
1135,급변,0.00181,0.00039
1136,급수,0.00053,0.00236
1137,급식,0.0003,0.00118
1138,급조,0.0003,0.00196
1139,급진,0.00098,0.00157
1140,급하다,0.00565,0.01885
1141,급히,0.00121,0.00393
1142,긋다,0.01048,0.00864
1143,긍정,0.02435,0.01767
1144,긍지,0.00045,0.00039
1145,기간,0.01214,0.01335
1146,기개,0.00045,0.00039
1147,기계,0.00912,0.0106
1148,기고,0.00045,0.00118
1149,기관,0.00407,0.00236
1150,기교,0.00136,0.00393
1151,기구,0.00173,0.00118
1152,기기,0.00098,0.00314
1153,기꺼이,0.00347,0.00275
1154,기껏,0.00023,0.00236
1155,기나길다,0.00128,0.00079
1156,기념,0.00965,0.00432
1157,기능,0.00889,0.00825
1158,기다,0.00482,0.00864
1159,기다리다,0.31371,0.07893
1160,기달리다,0.0009,0.00039
1161,기담,0.00113,0.00314
1162,기대,0.68418,0.51719
1163,기대다,0.00324,0.00511
1164,기도,0.00392,0.00196
1165,기독,0.00784,0.00903
1166,기동,0.0006,0.00039
1167,기둥,0.00173,0.00157
1168,기득,0.00188,0.00314
1169,기력,0.00769,0.00707
1170,기로,0.00121,0.00039
1171,기록,0.02638,0.02278
1172,기룡,0.00023,0.00157
1173,기르다,0.01711,0.00589
1174,기름,0.00106,0.00196
1175,기리다,0.00113,0.00039
1176,기린,0.00143,0.00039
1177,기막히다,0.00241,0.00079
1178,기만,0.00075,0.00157
1179,기말,0.0009,0.00039
1180,기미,0.00053,0.00118
1181,기반,0.00889,0.00942
1182,기법,0.00641,0.00471
1183,기복,0.00083,0.00118
1184,기본,0.06671,0.07069
1185,기부,0.00204,0.00236
1186,기분,0.1047,0.12213
1187,기뻐하다,0.00196,0.00079
1188,기쁘다,0.04523,0.00825
1189,기쁨,0.01982,0.0055
1190,기사,0.01425,0.02317
1191,기상,0.00264,0.00118
1192,기생,0.00188,0.00118
1193,기성,0.00158,0.00471
1194,기세,0.00204,0.00118
1195,기술,0.0358,0.04595
1196,기스,0.00068,0.00353
1197,기승,0.00023,0.00157
1198,기승전결,0.00128,0.00393
1199,기시,0.00317,0.00628
1200,기식,0.00075,0.00275
1201,기아,0.00279,0.00079
1202,기약,0.00098,0.00118
1203,기어,0.00068,0.00039
1204,기어이,0.0006,0
1205,기억,0.11721,0.09818
1206,기억나다,0.00475,0.00628
1207,기업,0.02216,0.02003
1208,기여,0.00204,0.00236
1209,기와,0.00075,0.00118
1210,기왕,0.00083,0
1211,기요사키,0.0006,0.00196
1212,기욤,0.01161,0.00903
1213,기우,0.00075,0.00039
1214,기운,0.00595,0.00314
1215,기울다,0.0009,0.00118
1216,기울어지다,0.00068,0
1217,기울이다,0.00595,0.00589
1218,기웃거리다,0.00053,0.00039
1219,기원,0.01221,0.00628
1220,기인,0.00068,0.00157
1221,기자,0.01312,0.00982
1222,기재,0.00075,0.00079
1223,기적,0.01138,0.00942
1224,기전,0.0006,0
1225,기절,0.00053,0.00039
1226,기제,0.00045,0.00118
1227,기존,0.02751,0.03888
1228,기준,0.01296,0.01964
1229,기증,0.0009,0.00039
1230,기지,0.00121,0.00039
1231,기질,0.00158,0.00079
1232,기차,0.00528,0.00353
1233,기초,0.03113,0.01885
1234,기출,0.02118,0.01139
1235,기타,0.00422,0.00275
1236,기품,0.00053,0.00039
1237,기피,0.00045,0.00039
1238,기필코,0.00075,0.00039
1239,기하,0.00038,0.00118
1240,기하다,0.00053,0.00157
1241,기한,0.00053,0.00079
1242,기행,0.00332,0.00432
1243,기형,0.00106,0
1244,기호,0.00211,0.00314
1245,기혼,0.00121,0.00079
1246,기회,0.0609,0.02278
1247,기획,0.01244,0.01964
1248,기후,0.00128,0.00039
1249,긴가민가,0.00068,0.00118
1250,긴박,0.00505,0.00903
1251,긴장,0.02894,0.02867
1252,길다,0.06151,0.09228
1253,길동,0.00053,0
1254,길들이다,0.00286,0.00079
1255,길라,0.00143,0
1256,길리언,0.00113,0.00157
1257,길버트,0.00075,0
1258,길산,0.0006,0
1259,길상,0.0006,0.00039
1260,길이,0.00219,0.00196
1261,길잡이,0.00867,0.00314
1262,길지,0.0006,0
1263,김경욱,0.00038,0.00079
1264,김구,0.00415,0.00079
1265,김금희,0.00249,0.00039
1266,김난도,0.0009,0.00628
1267,김난주,0.00106,0.00039
1268,김대식,0.0003,0.00196
1269,김대중,0.00068,0.00236
1270,김동성,0.00075,0
1271,김동식,0.00075,0
1272,김려령,0.00151,0.00039
1273,김명남,0.00038,0.00079
1274,김미경,0.00204,0.00118
1275,김민철,0.00075,0.00118
1276,김병완,0.00045,0.00079
1277,김보영,0.00053,0.00039
1278,김봉곤,0.00068,0
1279,김빠지다,0.00038,0.00079
1280,김소연,0.00128,0
1281,김소영,0.00045,0.00157
1282,김수영,0.0009,0.00157
1283,김숨,0.0009,0
1284,김승옥,0.0006,0.00039
1285,김신형,0.0006,0
1286,김애란,0.00754,0.00236
1287,김어준,0.00075,0.00118
1288,김언수,0.00075,0.00039
1289,김연수,0.01176,0.00903
1290,김영사,0.00015,0.00353
1291,김영진,0.00075,0
1292,김영하,0.01349,0.01532
1293,김완,0.00264,0.01257
1294,김용민,0.00068,0
1295,김용택,0.00083,0.00039
1296,김유정,0.00136,0
1297,김이나,0.00121,0
1298,김장,0.00121,0
1299,김전일,0.00023,0.00314
1300,김정운,0.00098,0.00079
1301,김제동,0.00166,0.00039
1302,김중미,0.00068,0.00039
1303,김중혁,0.00384,0.00275
1304,김지영,0.00113,0.00314
1305,김진명,0.01312,0.00942
1306,김진애,0.00098,0.00039
1307,김진영,0.0006,0
1308,김창수,0.00121,0
1309,김치,0.00852,0.00236
1310,김탁환,0.00106,0
1311,김현,0.0006,0.00079
1312,김형경,0.00106,0.00118
1313,김혜남,0.00113,0.00079
1314,김혜진,0.00075,0
1315,김홍도,0.00143,0.00118
1316,김화영,0.0006,0.00511
1317,김훈,0.0144,0.00825
1318,깃들다,0.00264,0.00157
1319,깊다,0.1099,0.07579
1320,깊숙이,0.00143,0.00079
1321,깊숙히,0.00098,0.00039
1322,깊이,0.06663,0.097
1323,까까,0.00068,0.00039
1324,까꿍,0.0006,0
1325,까내리다,0.00038,0.00079
1326,까다,0.00286,0.00314
1327,까다롭다,0.00106,0.00432
1328,까닭,0.00324,0.00275
1329,까르르,0.00143,0
1330,까마귀,0.00075,0.00079
1331,까막,0.00098,0
1332,까맣다,0.00173,0.00157
1333,까먹다,0.00211,0.00157
1334,까뮈,0.00068,0.00079
1335,까발리다,0.00128,0.00079
1336,까이다,0.00128,0.00079
1337,까지다,0.00098,0.00275
1338,까치,0.00075,0.00118
1339,까페,0.00113,0.00118
1340,깍두기,0.00038,0.00118
1341,깎다,0.00264,0.00432
1342,깎아내리다,0.00023,0.00157
1343,깎이다,0.00045,0.00039
1344,깔깔,0.00377,0
1345,깔깔거리다,0.00211,0.00079
1346,깔깔깔,0.00143,0
1347,깔깔대다,0.00181,0.00039
1348,깔끔히,0.00053,0
1349,깔다,0.00618,0.01257
1350,깔리다,0.00422,0.0055
1351,깜놀,0.00219,0.00079
1352,깜다,0.00045,0.00039
1353,깜박,0.0006,0.00118
1354,깜짝,0.01221,0.00511
1355,깡통,0.00045,0.00118
1356,깨끗이,0.00045,0.00118
1357,깨다,0.02126,0.01374
1358,깨닫다,0.05638,0.02081
1359,깨달음,0.01696,0.01806
1360,깨닳다,0.0009,0.00118
1361,깨뜨리다,0.00113,0.00118
1362,깨물다,0.00068,0
1363,깨어나다,0.00249,0.00079
1364,깨우다,0.00339,0.00236
1365,깨우치다,0.00648,0.00236
1366,깨지다,0.00234,0.0106
1367,깨치다,0.0009,0.00039
1368,깨트리다,0.00045,0.00039
1369,꺄아,0.00075,0
1370,꺼내다,0.02231,0.01296
1371,꺼리,0.00256,0.00157
1372,꺼리다,0.00324,0.00628
1373,꺼지다,0.00143,0.00314
1374,꺼풀,0.0006,0.00039
1375,꺾다,0.00219,0.00157
1376,꺾이다,0.00045,0.00157
1377,껄끄럽다,0.00083,0.00236
1378,껄다,0.00234,0.00864
1379,껍데기,0.00128,0.00275
1380,껍질,0.00136,0.00157
1381,껴안다,0.00151,0.00079
1382,꼬다,0.00128,0.00628
1383,꼬리,0.0055,0.00314
1384,꼬마,0.00595,0.00118
1385,꼬맹이,0.00241,0.00079
1386,꼬박,0.00136,0.00118
1387,꼬박꼬박,0.00234,0.00236
1388,꼬부기,0.00068,0
1389,꼬옥,0.00181,0
1390,꼬이다,0.00241,0.00275
1391,꼬집다,0.00324,0.00275
1392,꼭꼭,0.0043,0.00039
1393,꼭대기,0.00045,0.00039
1394,꼭이,0.00053,0.00039
1395,꼭지,0.00188,0.00393
1396,꼰대,0.00256,0.01374
1397,꼴깍,0.00053,0
1398,꼴리다,0.00023,0.00157
1399,꼼꼼히,0.00678,0.00393
1400,꼼짝,0.00106,0
1401,꼽다,0.00799,0.0055
1402,꼽히다,0.00196,0.00157
1403,꽁꽁,0.00113,0.00039
1404,꽂다,0.00671,0.0055
1405,꽂이,0.00347,0.00236
1406,꽂히다,0.00709,0.00393
1407,꾸기다,0.00038,0.00353
1408,꾸다,0.0147,0.0055
1409,꾸러기,0.00204,0.00118
1410,꾸리다,0.00211,0.00039
1411,꾸미다,0.00746,0.00942
1412,꾸밈,0.00083,0
1413,꾸밈없다,0.00075,0.00039
1414,꾸밈없이,0.0006,0
1415,꾸뻬,0.0006,0.00039
1416,꾸역꾸역,0.00158,0.00942
1417,꾸준히,0.02887,0.01492
1418,꾹꾹,0.00256,0.00118
1419,꿇다,0.00083,0.00079
1420,꿈꾸다,0.02631,0.01414
1421,꿈틀거리다,0.00045,0.00039
1422,꿉다,0.00882,0.0055
1423,꿰다,0.00188,0.00157
1424,꿰뚫다,0.00407,0.00196
1425,끄다,0.01206,0.0161
1426,끄덕,0.0006,0
1427,끄덕거리다,0.0009,0.00079
1428,끄덕끄덕,0.00121,0.00039
1429,끄덕이다,0.00724,0.00353
1430,끄적거리다,0.0006,0.00275
1431,끄적이다,0.00053,0.00314
1432,끄집다,0.0006,0.00039
1433,끄집어내다,0.00143,0.00118
1434,끈적끈적,0.00068,0
1435,끈질기다,0.00143,0.00236
1436,끊기다,0.00354,0.01532
1437,끊다,0.00905,0.01374
1438,끊이다,0.00249,0.00157
1439,끊임없다,0.00324,0.00236
1440,끊임없이,0.01108,0.00628
1441,끌다,0.02827,0.03181
1442,끌려가다,0.00106,0.00079
1443,끌리다,0.02706,0.02631
1444,끌어가다,0.00173,0.00157
1445,끌어내다,0.00226,0.00314
1446,끌어당기다,0.00256,0.00118
1447,끌어들이다,0.00196,0.00314
1448,끌어안다,0.00188,0.00039
1449,끌어오다,0.00075,0.00196
1450,끌어올리다,0.00166,0.00039
1451,끓다,0.00173,0.00196
1452,끓어오르다,0.00053,0.00039
1453,끓이다,0.00151,0.00079
1454,끝나다,0.01251,0.0267
1455,끝내다,0.01703,0.01649
1456,끝내어,0.00136,0.00196
1457,끝내주다,0.00038,0.00118
1458,끝맺다,0.00113,0.00353
1459,끝없이,0.00249,0.00628
1460,끼니,0.00068,0.00039
1461,끼다,0.01259,0.01414
1462,끼어들다,0.00053,0.00157
1463,끼얹다,0.00023,0.00236
1464,끼우다,0.00445,0.01964
1465,끼이다,0.00068,0.00118
1466,끼치다,0.01025,0.00942
1467,낄낄,0.00106,0.00079
1468,낄낄거리다,0.00136,0.00039
1469,낄낄대다,0.00075,0
1470,나가다,0.04696,0.04398
1471,나가사키,0.00053,0
1472,나공,0.00045,0.00039
1473,나그네,0.00347,0.00039
1474,나기,0.00188,0.00079
1475,나나미,0.00241,0.00393
1476,나날이,0.00166,0
1477,나누다,0.0447,0.03102
1478,나뉘다,0.00415,0.00275
1479,나니아,0.0006,0.00039
1480,나다,0.14103,0.16258
1481,나라,0.12098,0.08286
1482,나락,0.0009,0.00157
1483,나란히,0.00249,0.00039
1484,나래,0.00324,0.00236
1485,나레이션,0.00045,0.00039
1486,나루,0.00098,0
1487,나루토,0.00151,0.00039
1488,나르다,0.00038,0.00079
1489,나리다,0.00083,0
1490,나머지,0.01304,0.03299
1491,나무,0.03935,0.04241
1492,나무라다,0.00234,0.00079
1493,나물,0.00121,0.00079
1494,나뭇,0.00173,0.00039
1495,나미,0.00211,0.00196
1496,나보코프,0.00075,0
1497,나비,0.00264,0.00039
1498,나비효과,0.00045,0.00039
1499,나쁘다,0.03769,0.11231
1500,나사,0.0006,0.00079
1501,나서다,0.00927,0.01021
1502,나아가다,0.02367,0.011
1503,나아지다,0.00573,0.00707
1504,나약,0.00166,0.00118
1505,나열,0.00709,0.04673
1506,나오다,0.78089,0.53054
1507,나오미,0.00075,0.00157
1508,나오키상,0.00098,0.00236
1509,나오토,0.00075,0.00039
1510,나으리,0.00136,0
1511,나이,0.05992,0.04241
1512,나이브,0.00038,0.00275
1513,나이스,0.00075,0.00039
1514,나이트,0.0009,0.00079
1515,나잇,0.00038,0.00079
1516,나절,0.00106,0.00118
1517,나중,0.02638,0.03416
1518,나츠메,0.00279,0.00079
1519,나치,0.00121,0.00196
1520,나친,0.0003,0.00157
1521,나침,0.00241,0.00039
1522,나카무라,0.00113,0
1523,나카야마,0.00075,0
1524,나타나다,0.0159,0.00903
1525,나타내다,0.0046,0.00393
1526,나태,0.00234,0.00275
1527,나태주,0.00075,0.00079
1528,나팔,0.00068,0.00118
1529,나폴레옹,0.00083,0.00039
1530,나폴리,0.00158,0.00118
1531,나혜석,0.00045,0.00039
1532,낙관,0.00143,0.00393
1533,낙서,0.00068,0.00511
1534,낙엽,0.00083,0.00079
1535,낙오,0.00053,0.00039
1536,낙원,0.00219,0.00039
1537,낙천,0.0006,0.00079
1538,낙타,0.00083,0.00118
1539,낚다,0.00166,0.0216
1540,낚시,0.00045,0.00668
1541,낚이다,0.00068,0.01806
1542,난관,0.00143,0.00157
1543,난다,0.00302,0.00118
1544,난데없이,0.0003,0.00157
1545,난도,0.00113,0.00196
1546,난독,0.00053,0.00157
1547,난로,0.0006,0.00079
1548,난리,0.00588,0.00589
1549,난만,0.00128,0
1550,난무,0.00271,0.0055
1551,난민,0.00219,0.00079
1552,난방,0.00045,0.00707
1553,난생,0.00068,0.00079
1554,난세,0.00053,0.00039
1555,난이,0.01304,0.01021
1556,난장,0.0003,0.00196
1557,난장이,0.00053,0
1558,난제,0.00075,0.00039
1559,날개,0.0009,0.00079
1560,날다,0.11397,0.13823
1561,날뛰다,0.00083,0.00157
1562,날라가다,0.00053,0
1563,날리다,0.00874,0.00864
1564,날씨,0.00475,0.00196
1565,날아가다,0.00286,0.00432
1566,날아다니다,0.00053,0
1567,날아들다,0.00053,0
1568,날아오다,0.00075,0
1569,날아오르다,0.0006,0
1570,날조,0.00023,0.00236
1571,날카롭다,0.01485,0.00471
1572,낡다,0.00407,0.00707
1573,남극,0.00241,0
1574,남기다,0.04432,0.04477
1575,남녀,0.01161,0.01217
1576,남다,0.11955,0.12606
1577,남다르다,0.00671,0.00314
1578,남루,0.0003,0.00157
1579,남매,0.00957,0.00157
1580,남미,0.00226,0.00157
1581,남발,0.00106,0.00864
1582,남부,0.0006,0
1583,남북,0.00173,0.00079
1584,남성,0.01492,0.03731
1585,남아,0.00188,0
1586,남용,0.0006,0
1587,남음,0.00083,0.00157
1588,남자,0.06972,0.09582
1589,남장,0.00053,0.00039
1590,남주,0.00663,0.0106
1591,남지,0.00053,0.00079
1592,남친,0.00113,0.00118
1593,남편,0.02216,0.01492
1594,남한,0.00204,0.00157
1595,납득,0.00445,0.0106
1596,납치,0.00075,0.00079
1597,낫다,0.02638,0.06912
1598,낭독,0.00196,0.00157
1599,낭만,0.0058,0.00707
1600,낭비,0.00384,0.03652
1601,낮다,0.01085,0.03731
1602,낮추다,0.00188,0.00628
1603,낯설다,0.01621,0.01492
1604,낯익다,0.00128,0.00275
1605,낱낱이,0.00211,0.00039
1606,낳다,0.01274,0.01257
1607,내걸다,0.00053,0.00118
1608,내공,0.00807,0.00785
1609,내구,0.0006,0.00314
1610,내기,0.00332,0.00314
1611,내내,0.06475,0.0538
1612,내년,0.01033,0.00432
1613,내놓다,0.00754,0.0161
1614,내다,0.02774,0.05616
1615,내다보다,0.00188,0.00079
1616,내닫다,0.00068,0.00079
1617,내디디다,0.00053,0
1618,내딛다,0.00279,0.00157
1619,내라,0.00045,0.00079
1620,내려가다,0.02284,0.01571
1621,내려놓다,0.00837,0.00628
